# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	17159
#@/user_id	e20759ef-d2df-41e6-b751-89c12cbdc2a3
a 	啊	c=0 d=0.1 t=14294
fen mu 	墳墓	c=1 d=1 t=8850
fen pei 	分配	c=3 d=1 t=14741
fen pin 	分頻	c=1 d=1 t=9715
fen ping 	分屏	c=3 d=1 t=13730
fen qu 	分區	c=1 d=1 t=5497
fen xi 	分析	c=30 d=2.48801 t=12287
fen xing 	分形	c=2 d=1.98511 t=4041
fen zhong 	分鐘	c=6 d=0.70822 t=17159
fen zi 	分子	c=1 d=1 t=8859
fen zu 	分組	c=1 d=1 t=5498
feng 	風	c=1 d=1 t=15698
feng ge 	風格	c=4 d=1.97531 t=8569
feng kong 	風控	c=1 d=0.142987 t=17159
feng xian 	風險	c=6 d=1 t=7704
feng zhi gu 	楓之谷	c=1 d=1 t=15704
fou 	否	c=2 d=1 t=16559
fou ze 	否則	c=2 d=0.00225411 t=17159
fu gai 	覆蓋	c=7 d=0.0385266 t=17159
fu hao 	符號	c=10 d=2.91684 t=15566
fu he 	符合	c=2 d=1 t=12523
fu kan 	俯瞰	c=1 d=1 t=9193
fu li ye ji shu 	傅里葉級數	c=1 d=1 t=4040
fu quan 	復權	c=1 d=1 t=2859
fu wu 	服務	c=5 d=1.20805 t=13852
fu wu qi 	服務器	c=19 d=1.61623 t=17159
fu za 	複雜	c=3 d=1 t=14635
fu zai 	負載	c=1 d=1 t=1556
fu zhi 	複製	c=17 d=0.103643 t=17159
fu zhi 	賦值	c=0 d=0.1 t=2450
fu zhi dao 	複製到	c=1 d=1 t=16834
fu zhi ji 	複製集	c=16 d=5.20256 t=6670
fu zhi yun suan 	賦值運算	c=1 d=1 t=2451
fu zhu xian 	輔助線	c=2 d=1.95123 t=9642
gai 	該	c=12 d=1.71224 t=15468
gai bian 	改變	c=5 d=0.228779 t=17159
gai cheng 	改成	c=2 d=1.00047 t=8005
gai dong 	改動	c=1 d=1 t=5621
gai gai 	改改	c=1 d=1 t=8024
gai jin 	改進	c=1 d=1 t=15470
gai kuo 	概括	c=1 d=1 t=8373
gai lan 	概覽	c=1 d=1 t=1847
gai le 	改了	c=1 d=1 t=8156
gai lv 	概率	c=6 d=1.0088 t=17115
gai nian 	概念	c=8 d=1.93239 t=14299
gai ru he 	該如何	c=1 d=1 t=3775
gai shu 	概述	c=13 d=1.00002 t=15727
gai wei 	改爲	c=2 d=0.00115923 t=17159
gai zao 	改造	c=4 d=3.81845 t=2026
gai zheng 	改正	c=1 d=1 t=14606
gan dao 	感到	c=1 d=1 t=9497
gan jue 	感覺	c=1 d=1 t=4704
gan she 	干涉	c=0 d=0.1 t=8134
gan she n m d 	干涉NMD	c=1 d=1 t=8135
gan shen me 	幹什麼	c=56 d=0.463857 t=17159
gan te tu 	幹特圖	c=4 d=3.83029 t=4151
gan xie 	感謝	c=1 d=1 t=12086
gan xin 	甘心	c=0 d=0.1 t=9865
gan xin ti dai ni 	甘心替代你	c=1 d=1 t=9866
gang gang 	剛剛	c=3 d=1.00599 t=8110
gao 	高	c=0 d=0.1 t=1509
gao biao zhun 	高標準	c=1 d=1 t=10592
gao bing fa 	高併發	c=2 d=1.91851 t=1527
gao di 	高低	c=1 d=1 t=2200
gao dong 	搞懂	c=1 d=1 t=15880
gao liang 	高亮	c=3 d=0.752503 t=17159
gao pin 	高頻	c=4 d=1.84366 t=13826
gao qing chu 	搞清楚	c=1 d=1 t=7021
gao su 	告訴	c=11 d=1.00241 t=16672
gao su wo 	告訴我	c=1 d=1 t=3150
gao xing 	高興	c=1 d=0.00130051 t=17159
gao zhi liang 	高質量	c=1 d=1 t=10560
ge 	個	c=19 d=0.491976 t=17159
ge bie 	個別	c=1 d=0.229925 t=17159
ge ge 	各個	c=9 d=0.0318651 t=17159
ge ge 	哥哥	c=1 d=1 t=9263
ge ren 	個人	c=3 d=1.34849 t=10127
ge shi 	格式	c=27 d=1 t=16388
ge shi hua 	格式化	c=4 d=1.07078 t=15404
ge zhong 	各種	c=3 d=1 t=14551
ge zi 	各自	c=2 d=1.00951 t=10144
gei 	給	c=20 d=0.10484 t=17159
gei chu 	給出	c=2 d=1.89137 t=4392
gei ding 	給定	c=1 d=1 t=12901
gei wo 	給我	c=1 d=1 t=10027
gei yi 	給以	c=1 d=1 t=9344
gen 	跟	c=11 d=1.09275 t=15601
gen ju 	根據	c=9 d=1.0081 t=16376
gen zong 	跟蹤	c=1 d=1 t=4019
geng 	更	c=2 d=1.04528 t=10088
geng duo 	更多	c=1 d=1 t=13259
geng hao 	更好	c=2 d=1 t=13418
geng huan 	更換	c=1 d=1 t=3663
geng jia 	更加	c=1 d=1 t=14749
geng jia yi lao yong yi 	更加一勞永逸	c=1 d=1 t=12478
geng shi he 	更適合	c=1 d=1 t=11275
geng xin 	更新	c=9 d=1.91867 t=14554
geng yi shi 	更衣室	c=1 d=1 t=9314
gong 	供	c=1 d=1 t=4192
gong cheng 	工程	c=7 d=1.00005 t=16107
gong gong 	公共	c=4 d=1 t=13558
gong jian 	共建	c=1 d=1 t=10581
gong ju 	工具	c=12 d=1.96142 t=16632
gong ju ku 	工具庫	c=1 d=1 t=9924
gong ju lan 	工具欄	c=1 d=1 t=4358
gong kai 	公開	c=1 d=1 t=4183
gong lve 	攻略	c=1 d=1 t=4242
gong neng 	功能	c=17 d=0.477119 t=17159
gong shi 	公式	c=13 d=4.19187 t=8930
gong si 	公司	c=4 d=1 t=14164
gong xian 	共線	c=0 d=0.1 t=7942
gong xiang 	共享	c=1 d=1 t=14665
gong zheng 	公正	c=1 d=1 t=7891
gong zuo 	工作	c=9 d=2.9605 t=14689
gong zuo qu 	工作區	c=5 d=0.0385847 t=17159
gong zuo ri 	工作日	c=2 d=1.9802 t=14906
gou cheng 	構成	c=4 d=0.122456 t=17159
gou jian 	構建	c=28 d=0.131994 t=17159
gou shu 	購書	c=1 d=1 t=9448
gou wu 	購物	c=1 d=1 t=13609
gou yong 	夠用	c=1 d=1 t=9546
gou zao 	構造	c=9 d=1 t=11540
gu 	谷	c=1 d=1 t=15702
gu 	鼓	c=1 d=1 t=7640
gu dian 	古典	c=3 d=1.12228 t=9094
gu ding 	固定	c=5 d=0.416298 t=17159
gu fen 	股份	c=1 d=1 t=7855
gu gan 	骨幹	c=1 d=1 t=14540
gu piao 	股票	c=6 d=1.98605 t=12905
gua dan 	掛單	c=2 d=0.213467 t=17159
guan 	管	c=0 d=0.1 t=11405
guan bi 	關閉	c=1 d=1 t=11122
guan cha 	觀察	c=1 d=1 t=16882
guan dao 	管道	c=1 d=1 t=16526
guan fang 	官方	c=1 d=0.00543443 t=17159
guan fang shuo ming 	官方說明	c=1 d=1 t=16360
guan jian 	關鍵	c=3 d=1 t=14574
guan jian zi 	關鍵字	c=1 d=1 t=3247
guan li 	管理	c=27 d=0.64741 t=17159
guan lian 	關聯	c=1 d=0.0136366 t=17159
guan nian 	觀念	c=2 d=0.0270021 t=17159
guan wang 	官網	c=1 d=1 t=3550
guan xi 	關係	c=4 d=1.00017 t=11567
guan xin 	關心	c=1 d=1 t=2304
guan yu 	關於	c=33 d=0.909975 t=17159
guang biao 	光標	c=10 d=1.00344 t=16920
guang fan 	廣泛	c=1 d=1 t=14615
gui ding 	規定	c=2 d=1.68386 t=12379
gui fan 	規範	c=2 d=1 t=13391
gui ge 	規格	c=2 d=1.00275 t=13394
gui mo 	規模	c=2 d=1.00003 t=11316
gui mo xiao 	規模小	c=1 d=1 t=9222
gui tai 	櫃檯	c=2 d=1.97045 t=1866
gui yi hua 	歸一化	c=5 d=3.31404 t=7752
gui ze 	規則	c=2 d=0.0692522 t=17159
gun dong 	滾動	c=6 d=3.65389 t=15152
guo 	過	c=3 d=0.457007 t=17103
guo cheng 	過程	c=10 d=1.94991 t=15797
guo cheng zhong 	過程中	c=14 d=0.172047 t=17159
guo ji 	國際	c=2 d=1.99005 t=13596
guo jia 	國家	c=2 d=1.00039 t=12977
guo nei 	國內	c=3 d=1.99482 t=17159
guo ni he 	過擬合	c=1 d=1 t=17104
guo qu 	過去	c=1 d=1 t=7295
guo shi 	過時	c=3 d=1 t=13138
guo shu 	果樹	c=1 d=1 t=9144
ha er bin 	哈爾濱	c=1 d=1 t=11223
ha ha ha 	哈哈哈	c=1 d=1 t=14039
hai 	還	c=5 d=1 t=16236
hai kuo tian kong 	海闊天空	c=2 d=1.99005 t=9679
hai mei you 	還沒有	c=1 d=1 t=3448
hai neng 	還能	c=2 d=1 t=10424
hai shi 	還是	c=41 d=0.672895 t=17159
hai yao 	還要	c=1 d=1 t=15010
hai you 	還有	c=7 d=0.358804 t=17159
hai zhi dao 	還知道	c=1 d=1 t=9588
han shu 	函數	c=53 d=2.20166 t=17159
han yi 	含義	c=7 d=1 t=15098
han you 	含有	c=2 d=0.0342181 t=17159
han zi 	漢字	c=1 d=1 t=2137
hang 	行	c=7 d=1.0282 t=12602
hang qing 	行情	c=1 d=0.150318 t=17159
hao 	好	c=13 d=1.54274 t=16034
hao ba 	好吧	c=2 d=1.29969 t=11831
hao miao 	毫秒	c=2 d=1.17377 t=8342
hao shi 	耗時	c=1 d=1 t=1882
hao shu 	好書	c=1 d=1 t=13219
hao xiang 	好像	c=10 d=0.0965219 t=17159
hao xiang shi 	好像是	c=1 d=1 t=15555
hao yang 	好樣	c=2 d=0.00123708 t=17159
hao yong 	好用	c=0 d=0.1 t=14040
he 	和	c=183 d=3.59665 t=17159
he bing 	合併	c=1 d=1 t=11823
he cheng 	合成	c=8 d=2.9767 t=17159
he cheng qi 	合成器	c=1 d=0.600496 t=17159
he fa 	合法	c=1 d=1 t=4227
he ge 	合格	c=1 d=1 t=14576
he shi 	合適	c=2 d=1 t=13413
he xian 	和絃	c=5 d=1.99012 t=12982
he xin 	核心	c=3 d=0.158542 t=17159
he yue 	合約	c=3 d=2.28393 t=2869
hei 	黑	c=0 d=0.1 t=12702
hei wu kong 	黑悟空	c=2 d=1.99005 t=12705
hen 	很	c=2 d=1 t=9498
hen chang 	很長	c=2 d=1.93239 t=3445
hen da 	很大	c=1 d=1 t=9517
hen duo 	很多	c=6 d=1.00005 t=14325
hen hao 	很好	c=1 d=1 t=8937
hen rong yi 	很容易	c=1 d=1.00001 t=14605
hen rong yi di 	很容易地	c=1 d=1 t=12713
hong 	宏	c=2 d=0.177284 t=17159
hong bei 	烘焙	c=1 d=1 t=2403
hong meng 	鴻蒙	c=2 d=1.00001 t=16731
hou 	後	c=35 d=1.16512 t=17159
hou duan 	後端	c=6 d=1.02205 t=17159
hou guo 	後果	c=1 d=1 t=2323
hou mian 	後面	c=4 d=1.05813 t=16728
hou xu 	後續	c=3 d=1.96079 t=16692
hu chi 	互斥	c=0 d=0.1 t=2178
hu chi suo 	互斥鎖	c=2 d=1.97045 t=2185
hu dong 	互動	c=5 d=0.0090327 t=17159
hu lve 	忽略	c=1 d=1 t=12998
hua 	花	c=1 d=1 t=9485
hua 	話	c=7 d=1.00112 t=15900
hua hui 	花卉	c=1 d=1 t=9142
hua mian 	畫面	c=3 d=2.85662 t=4723
hua yuan 	花園	c=3 d=1.95714 t=9073
huan cheng 	換成	c=2 d=1 t=10260
huan chong qu 	緩衝區	c=1 d=1 t=10021
huan cun 	緩存	c=6 d=1.30254 t=17159
huan cun zai 	緩存在	c=1 d=1 t=7231
huan ge 	換個	c=1 d=1 t=11593
huan jie 	環節	c=5 d=1 t=12282
huan jing 	環境	c=13 d=1.72296 t=15084
huan yuan 	還原	c=1 d=1 t=10622
huang 	黃	c=2 d=1 t=11803
huang ning 	黃檸	c=17 d=4.86573 t=11814
huang zheng ping 	黃正平	c=4 d=3.94082 t=11813
hui 	回	c=1 d=1 t=1403
hui 	會	c=29 d=0.830765 t=17159
hui bao 	回報	c=1 d=1 t=7955
hui bu hui 	會不會	c=1 d=1 t=6458
hui ce 	回測	c=14 d=1 t=7709
hui che 	回撤	c=6 d=5.04715 t=2620
hui che tu 	回撤圖	c=1 d=1 t=2552
hui da 	回答	c=11 d=1.00013 t=15658
hui fang 	回放	c=1 d=1 t=2673
hui fu 	回覆	c=6 d=0.0765527 t=17159
hui fu 	恢復	c=4 d=0.458406 t=17159
hui gui 	回歸	c=6 d=0.128735 t=17159
hui shi 	回事	c=2 d=1.01734 t=4329
hui tu 	繪圖	c=2 d=1.82696 t=13436
hui you 	會有	c=2 d=1 t=6326
hui zhi 	繪製	c=4 d=1 t=16540
hui zong 	彙總	c=1 d=1 t=13718
hun ning tu 	混凝土	c=1 d=1 t=9646
huo 	或	c=8 d=0.0187793 t=17159
huo de 	獲得	c=2 d=1 t=11170
huo dong 	活動	c=1 d=1 t=8772
huo jian 	火箭	c=1 d=1 t=13976
huo qu 	獲取	c=22 d=0.191092 t=17159
huo zhe 	或者	c=16 d=0.752047 t=17159
is 	is 	c=1 d=1 t=8826
ji 	即	c=1 d=1 t=7280
ji 	既	c=1 d=0.310367 t=17159
ji 	集	c=7 d=1.15133 t=7771
ji ben 	基本	c=9 d=1.16041 t=17099
ji ben mian 	基本面	c=1 d=1 t=7685
ji ben yuan li 	基本原理	c=1 d=1 t=10076
ji bie 	級別	c=2 d=0.222017 t=17159
ji cheng 	繼承	c=8 d=0.535721 t=17159
ji cheng 	集成	c=10 d=1.00291 t=16129
ji chu 	基礎	c=7 d=1.00056 t=15644
ji de 	記得	c=1 d=1 t=15561
ji eh 	既誒	c=1 d=1 t=4042
ji fen 	積分	c=1 d=1 t=15861
ji gou 	機構	c=2 d=1 t=13611
ji he 	幾何	c=4 d=1.18998 t=5451
ji he 	集合	c=3 d=1.00024 t=9288
ji hu 	幾乎	c=1 d=1 t=14610
ji hui 	機會	c=1 d=1 t=9186
ji huo 	激活	c=2 d=1.99005 t=9670
ji jian shi 	幾件事	c=1 d=1 t=16374
ji jin 	基金	c=1 d=0.116408 t=9795
ji ju 	幾句	c=3 d=1 t=15531
ji ke 	即可	c=3 d=1.53526 t=12731
ji lei 	基類	c=10 d=0.121474 t=17159
ji lian 	級聯	c=1 d=0.0217096 t=17159
ji lu 	記錄	c=5 d=1 t=15778
ji qi 	及其	c=1 d=1 t=11535
ji qi 	機器	c=26 d=1.49117 t=17084
ji qi xue xi 	機器學習	c=2 d=1.19989 t=8268
ji qiao 	技巧	c=3 d=2.97516 t=14515
ji qun 	集羣	c=3 d=1.41271 t=5362
ji shi 	即使	c=2 d=0.0122161 t=17159
ji shi 	及時	c=1 d=1 t=14385
ji shi 	計時	c=1 d=1 t=3869
ji shu 	技術	c=1 d=1 t=7680
ji shu zhi biao 	技術指標	c=1 d=1 t=7730
ji suan 	計算	c=24 d=0.174351 t=17159
ji suan fang fa 	計算方法	c=1 d=1 t=2195
ji suan ji 	計算機	c=1 d=1 t=13585
ji ta 	吉他	c=5 d=1 t=15703
ji ta pu 	吉他譜	c=6 d=3.82774 t=9964
ji tiao 	幾條	c=1 d=1 t=2698
ji xu 	繼續	c=5 d=1.01657 t=16682
ji yu 	基於	c=13 d=1 t=13180
ji zhi 	機制	c=1 d=1 t=13464
ji zhong 	幾種	c=1 d=1 t=13018
ji zhong 	集中	c=1 d=1 t=13017
jia 	加	c=3 d=0.121622 t=17159
jia 	架	c=0 d=0.1 t=14264
jia cha 	價差	c=47 d=4.63227 t=17159
jia dao 	加到	c=1 d=1 t=16318
jia ge 	價格	c=7 d=1 t=15674
jia gou 	架構	c=13 d=5.66261 t=6973
jia mi 	加密	c=2 d=1 t=14971
jia ren 	家人	c=2 d=1.89583 t=9205
jia shang 	加上	c=5 d=1 t=15557
jia she 	假設	c=1 d=1 t=7301
jia ting 	家庭	c=1 d=1 t=9160
jia zai 	加載	c=9 d=1 t=12204
jia zhi 	價值	c=1 d=1 t=13817
jian 	見	c=0 d=0.1 t=10690
jian 	間	c=2 d=1.70117 t=9240
jian cai 	建材	c=1 d=1 t=10619
jian ce 	檢測	c=6 d=1.0002 t=13749
jian cha 	檢查	c=20 d=1 t=17073
jian dan 	簡單	c=2 d=1.00013 t=14653
jian du 	監督	c=2 d=1.9802 t=15192
jian ge 	間隔	c=1 d=0.88692 t=17159
jian kan 	間看	c=1 d=1 t=13588
jian kang 	健康	c=1 d=1 t=13589
jian kong 	監控	c=1 d=1 t=9006
jian li 	建立	c=1 d=1 t=14721
jian mo 	建模	c=1 d=1 t=13613
jian mo liu cheng 	建模流程	c=1 d=1 t=5069
jian pan 	鍵盤	c=1 d=1 t=13587
jian pan shang 	鍵盤上	c=1 d=1 t=8756
jian shen 	健身	c=2 d=1.99501 t=9152
jian shen fang 	健身房	c=1 d=1 t=9153
jian ti 	簡體	c=1 d=0.00120654 t=17159
jian ti zi 	簡體字	c=2 d=0.00235945 t=17159
jian ting 	監聽	c=1 d=1 t=10361
jian yao 	簡要	c=1 d=1 t=8066
jian yi 	建議	c=1 d=1 t=11228
jian zhi 	兼職	c=1 d=1 t=13583
jian zhu 	建築	c=7 d=1.00145 t=10606
jiang 	將	c=95 d=2.03218 t=17159
jiang jie 	講解	c=1 d=1 t=15767
jiang jing 	江景	c=1 d=1 t=9197
jiang pai 	獎牌	c=1 d=1 t=16911
jiang qi 	將其	c=1 d=1 t=11675
jiang qi zhong 	將其中	c=1 d=1 t=2960
jiao 	叫	c=2 d=0.0678809 t=17159
jiao ben 	腳本	c=37 d=0.0393602 t=17159
jiao cai 	教材	c=16 d=1.00108 t=12706
jiao cai zhong 	教材中	c=2 d=1 t=7948
jiao cha 	交叉	c=2 d=1.05383 t=15896
jiao cha bian yi 	交叉編譯	c=1 d=1 t=14402
jiao cha yan zheng 	交叉驗證	c=3 d=1.17156 t=16867
jiao cheng 	教程	c=5 d=1.01448 t=14934
jiao du 	角度	c=1 d=1 t=8493
jiao ji 	交集	c=1 d=1 t=5547
jiao nang 	膠囊	c=1 d=1 t=2042
jiao shen me 	叫什麼	c=3 d=1 t=13829
jiao tong 	交通	c=1 d=1 t=11332
jiao yi 	交易	c=77 d=0.846937 t=17159
jiao yi liang 	交易量	c=1 d=1 t=7961
jiao yi ri 	交易日	c=2 d=1.00405 t=13396
jiao yi shu ju 	交易數據	c=1 d=1 t=8334
jiao yi suo 	交易所	c=10 d=1 t=13823
jiao yi xin hao 	交易信號	c=1 d=1 t=7063
jiao yi zhe 	交易者	c=2 d=1.39455 t=10314
jie 	接	c=1 d=1 t=5301
jie 	節	c=2 d=1.00764 t=7782
jie da 	解答	c=9 d=1.74147 t=9063
jie dao 	接到	c=1 d=0.506617 t=17159
jie dian 	節點	c=23 d=4.46434 t=6672
jie du 	解讀	c=2 d=1.77492 t=16908
jie duan 	階段	c=2 d=1.97045 t=15942
jie fu 	姐夫	c=1 d=1 t=9262
jie gou 	結構	c=5 d=1.74461 t=16397
jie guo 	結果	c=28 d=0.291131 t=17159
jie he 	結合	c=4 d=1.35724 t=10796
jie jian 	借鑑	c=0 d=0.1 t=9363
jie jie 	姐姐	c=1 d=1 t=9265
jie jin 	接近	c=1 d=1 t=15575
jie jue 	解決	c=61 d=1.05352 t=17159
jie kou 	接口	c=3 d=1.0001 t=5240
jie ma 	解碼	c=3 d=1 t=11256
jie mian 	界面	c=3 d=1 t=16279
jie ping 	截屏	c=2 d=1.98511 t=10864
jie shao 	介紹	c=19 d=0.245414 t=17159
jie shi 	解釋	c=95 d=1.8949 t=17159
jie shi yi xia 	解釋一下	c=1 d=1 t=12888
jie shi zhong 	解釋中	c=1 d=1 t=15116
jie shou 	接受	c=1 d=1 t=11536
jie shou 	接收	c=5 d=0.0681665 t=17159
jie shu 	結束	c=3 d=1.66663 t=17159
jie tu 	截圖	c=3 d=1 t=14686
jie xi 	解析	c=10 d=1.94075 t=13385
jie xi qi 	解析器	c=1 d=1 t=13388
jie xia lai 	接下來	c=2 d=1 t=16657
jie ya 	解壓	c=2 d=1.0067 t=14956
jie zhe 	接着	c=1 d=1 t=5112
jin 	進	c=2 d=1 t=11677
jin cheng 	進程	c=1 d=0.106605 t=4333
jin du tiao 	進度條	c=1 d=1 t=3293
jin jin 	僅僅	c=2 d=1.8781 t=12626
jin ke neng 	儘可能	c=3 d=1.79547 t=10614
jin lin 	近鄰	c=1 d=1 t=15710
jin qu 	進去	c=1 d=1 t=4616
jin rong 	金融	c=15 d=2.11556 t=10355
jin ru 	進入	c=5 d=1 t=15532
jin shen 	謹慎	c=1 d=1 t=1852
jin xing 	進行	c=32 d=0.686082 t=17159
jin yong 	禁用	c=1 d=1 t=3465
jing chang 	經常	c=1 d=1 t=14558
jing guan 	景觀	c=2 d=1.80252 t=9200
jing guo 	經過	c=4 d=1 t=17072
jing que 	精確	c=1 d=1 t=8487
jing tai 	靜態	c=5 d=0.154128 t=17159
jing tai ku 	靜態庫	c=9 d=4.55318 t=16825
jing tou 	鏡頭	c=1 d=1 t=9639
jing xi hua 	精細化	c=2 d=0.579842 t=17159
jing xiang 	鏡像	c=0 d=0.1 t=8034
jing xiang xiu gai qi 	鏡像修改器	c=1 d=1 t=8035
jing zhi 	精緻	c=1 d=1 t=9224
jiu 	九	c=2 d=0.398776 t=17159
jiu 	就	c=20 d=0.0132182 t=17159
jiu 	舊	c=14 d=0.839457 t=17159
jiu ban 	舊版	c=2 d=1 t=9799
jiu bu yong 	就不用	c=1 d=1 t=1520
jiu hui 	就會	c=1 d=0.373439 t=17159
jiu jiu 	舅舅	c=1 d=1 t=9259
jiu neng 	就能	c=4 d=0.395079 t=17159
jiu shi 	就是	c=22 d=1.0365 t=17063
jiu shi shuo 	就是說	c=1 d=1 t=10306
jiu xu 	就緒	c=2 d=0.0345763 t=17159
jiu xu yao 	就需要	c=1 d=1 t=4083
jiu yao 	就要	c=1 d=1 t=9901
ju 	句	c=2 d=1 t=14989
ju bei 	具備	c=1 d=1 t=3168
ju ci 	據此	c=3 d=1 t=15653
ju he 	聚合	c=1 d=1 t=11827
ju ji 	聚集	c=1 d=1 t=9206
ju lei 	聚類	c=1 d=1 t=15273
ju li 	舉例	c=9 d=1.25187 t=16769
ju li 	距離	c=3 d=1.81058 t=15791
ju ti 	具體	c=29 d=1.18413 t=17056
ju zhu 	居住	c=2 d=1.00117 t=10624
jue ce 	決策	c=1 d=1 t=15279
jue de 	覺得	c=1 d=1 t=4201
jue ding 	決定	c=4 d=1 t=11685
jue dui 	絕對	c=1 d=1 t=8855
jun fang 	均方	c=1 d=1 t=2577
jun heng 	均衡	c=1 d=1 t=1557
jun xian 	均線	c=2 d=1.53259 t=2226
ka er 	卡爾	c=0 d=0.1 t=14258
ka er man 	卡爾曼	c=1 d=1 t=14259
kai 	開	c=1 d=1 t=1889
kai cang 	開倉	c=1 d=0.00670434 t=17159
kai fa 	開發	c=21 d=0.224371 t=17159
kai fa bu zhou 	開發步驟	c=1 d=1 t=4157
kai fa zhe 	開發者	c=1 d=1 t=14124
kai hui 	開會	c=1 d=1 t=9209
kai ji 	開機	c=9 d=0.0162445 t=17159
kai pan jia 	開盤價	c=1 d=1 t=7044
kai ping 	開平	c=3 d=1.08273 t=2653
kai ping cang 	開平倉	c=2 d=1.9802 t=2658
kai qi 	開啓	c=1 d=1 t=6184
kai shi 	開始	c=3 d=1.00002 t=13284
kai tou 	開頭	c=2 d=1.8825 t=12629
kai yuan 	開源	c=4 d=1.99801 t=16787
kai yuan ku 	開源庫	c=1 d=1 t=16788
kan 	看	c=9 d=1.65863 t=16866
kan bu dao 	看不到	c=1 d=1 t=13335
kan bu jian 	看不見	c=1 d=1 t=3826
kan bu tai 	看不太	c=1 d=1 t=16261
kan chu 	看出	c=1 d=1 t=17136
kan chu lai 	看出來	c=1 d=1 t=5679
kan dai 	看待	c=1 d=1 t=11225
kan dao 	看到	c=12 d=1.00851 t=17159
kan dao ni men zhe yang 	看到你們這樣	c=1 d=1 t=11849
kan dian shi 	看電視	c=1 d=1 t=9208
kan dong 	看懂	c=3 d=1 t=14889
kan kan 	看看	c=14 d=2.14918 t=16264
kan lai 	看來	c=3 d=0.00209124 t=17159
kan le 	看了	c=1 d=1 t=3640
kan ming bai 	看明白	c=1 d=1 t=8282
kan qi lai 	看起來	c=3 d=1 t=10718
kan wan hou 	看完後	c=1 d=1 t=8419
kang shuai 	扛摔	c=1 d=1 t=14433
kao bei 	拷貝	c=8 d=0.0183156 t=17159
kao lv 	考慮	c=4 d=1.51465 t=9543
ke 	可	c=5 d=0.235688 t=17159
ke 	課	c=1 d=0.00790705 t=17159
ke cheng 	課程	c=3 d=1.65577 t=14358
ke du xing 	可讀性	c=1 d=1 t=15323
ke fu 	科夫	c=0 d=0.1 t=15276
ke guan 	客觀	c=1 d=1 t=7892
ke hu 	客戶	c=2 d=0.00227676 t=17159
ke hu duan 	客戶端	c=9 d=0.335375 t=17159
ke ji 	科技	c=2 d=1.99501 t=5129
ke jian 	可見	c=4 d=1.02612 t=11320
ke jian 	課件	c=2 d=1 t=14933
ke neng 	可能	c=16 d=1.01282 t=15548
ke ren 	客人	c=1 d=1 t=9031
ke shi 	可是	c=2 d=0.343009 t=17159
ke shi hua 	可視化	c=2 d=1.37344 t=16852
ke wo 	客臥	c=4 d=1 t=11811
ke xing 	可行	c=1 d=0.00167826 t=17159
ke xuan xiang 	可選項	c=1 d=1 t=2139
ke yi 	可以	c=108 d=3.17252 t=17159
ke yong 	可用	c=3 d=0.255381 t=17159
ken ding 	肯定	c=2 d=1 t=15864
kong 	空	c=1 d=0.1 t=7844
kong bai chu 	空白處	c=1 d=1 t=8836
kong ge 	空格	c=2 d=1 t=15330
kong gu 	控股	c=1 d=1 t=7864
kong jian 	空間	c=10 d=1 t=14745
kong tiao 	空調	c=1 d=1 t=9004
kong zhi 	控制	c=15 d=1.1842 t=17159
kong zhi 	空值	c=1 d=1 t=11786
kong zhi ren 	控制人	c=1 d=1 t=7847
kong zhi ren 	空之人	c=2 d=1.99501 t=7846
kong zhong 	空中	c=2 d=1.8825 t=9072
kou 	口	c=2 d=1.00002 t=6865
ku 	庫	c=27 d=0.451581 t=17159
kua 	跨	c=1 d=1 t=14312
kua jie jian 	跨借鑑	c=1 d=1 t=9364
kua ping tai 	跨平臺	c=2 d=1.88692 t=14153
kuai 	快	c=2 d=1 t=16642
kuai di 	快遞	c=0 d=0.1 t=14175
kuai di fei 	快遞費	c=1 d=1 t=14075
kuai di yuan 	快遞員	c=1 d=1 t=14176
kuai jie 	快捷	c=1 d=1 t=5770
kuai jie jian 	快捷鍵	c=26 d=2.91727 t=17038
kuai su 	快速	c=17 d=2.92419 t=14570
kuai zhuang 	塊狀	c=1 d=1 t=12576
kuang 	筐	c=1 d=1 t=3255
kuang jia 	框架	c=14 d=1 t=13769
kui sun 	虧損	c=1 d=1 t=2574
kuo da 	擴大	c=1 d=1 t=17094
kuo zhan 	擴展	c=2 d=1.30575 t=2230
lag 	lag 	c=0 d=0.1 t=6992
lai 	來	c=35 d=0.534039 t=17159
lai shuo 	來說	c=2 d=1 t=13543
lai yuan 	來源	c=3 d=2.50495 t=7721
lai zi 	來自	c=3 d=0.038458 t=17159
lai zi ji 	來自己	c=1 d=0.00946646 t=17159
lan qiu chang 	籃球場	c=1 d=1 t=10637
lan tu 	藍圖	c=2 d=1.41066 t=1851
lao 	老	c=1 d=1 t=10256
lao ren 	老人	c=2 d=1.00127 t=10563
lao shi 	老師	c=0 d=0.000771183 t=17159
le 	了	c=91 d=1.12303 t=17159
lei 	類	c=53 d=0.344777 t=17159
lei bie 	類別	c=1 d=1 t=11372
lei si 	類似	c=4 d=1.34588 t=16956
lei si yu 	類似於	c=1 d=1 t=12946
lei xing 	類型	c=45 d=0.66707 t=17159
li 	裏	c=9 d=1.10915 t=13756
li cha 	利差	c=1 d=1 t=10083
li ji 	立即	c=2 d=1.98511 t=10015
li jie 	理解	c=7 d=2.51976 t=16747
