# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	17159
#@/user_id	e20759ef-d2df-41e6-b751-89c12cbdc2a3
a 	啊	c=0 d=0.1 t=14294
li lun 	理論	c=3 d=0.120032 t=17159
li lun shang 	理論上	c=1 d=1 t=9337
li mian 	裏面	c=1 d=1 t=16603
li nian 	理念	c=2 d=1.12431 t=9515
li ru 	例如	c=5 d=1.00001 t=16729
li shi 	歷史	c=4 d=1.32232 t=7745
li shi shu ju 	歷史數據	c=4 d=3.21764 t=7482
li yong 	利用	c=2 d=1 t=15757
li zi 	例子	c=2 d=1 t=7090
lian 	連	c=1 d=1 t=15214
lian ge 	連個	c=0 d=0.1 t=14770
lian jie 	廉潔	c=1 d=1 t=6621
lian jie 	連接	c=30 d=1.01343 t=14272
lian jie 	鏈接	c=21 d=1.81877 t=16826
lian jie zi fu chuan 	連接字符串	c=1 d=1 t=6636
lian lu 	鏈路	c=1 d=1 t=1877
lian xu 	連續	c=1 d=1 t=2862
liang 	量	c=1 d=1 t=8959
liang ben 	兩本	c=0 d=0.1 t=13839
liang ben shu 	兩本書	c=0 d=0.1 t=13833
liang ce 	兩側	c=1 d=1 t=8548
liang ceng 	兩層	c=1 d=1 t=8547
liang ci 	兩次	c=1 d=0.336216 t=17159
liang duan 	兩段	c=2 d=1.94176 t=8416
liang duan 	兩端	c=7 d=1.00851 t=13698
liang fu 	兩幅	c=1 d=1 t=6914
liang ge 	兩個	c=6 d=1.00012 t=16571
liang hang 	兩行	c=0 d=0.1 t=6029
liang hua 	量化	c=10 d=1.84044 t=9923
liang hua jiao yi 	量化交易	c=26 d=1.0009 t=15238
liang hua jiao yi zhong 	量化交易中	c=5 d=1 t=14250
liang ju 	兩句	c=0 d=0.1 t=5340
liang zhang 	兩張	c=0 d=0.1 t=9128
liang zhang chuang 	兩張牀	c=6 d=5.882 t=9139
liang zhe 	兩者	c=1 d=1 t=17091
liang zhong 	兩種	c=9 d=0.90091 t=17159
liao jie 	了解	c=1 d=1 t=12318
liao tian 	聊天	c=1 d=1 t=9207
lie 	列	c=16 d=2.08724 t=14818
lie biao 	列表	c=8 d=0.0347838 t=17159
lie chu 	列出	c=1 d=1 t=7622
lie chu lai 	列出來	c=1 d=1 t=8750
lie jie 	裂解	c=1 d=1 t=16735
lin jiang 	臨江	c=1 d=1 t=9046
lin shi 	臨時	c=1 d=1 t=10517
ling 	令	c=2 d=1.86502 t=2468
ling lei 	另類	c=1 d=1 t=14185
ling wai 	另外	c=4 d=1.00008 t=10739
ling yi ge 	另一個	c=1 d=1 t=8804
ling yu 	領域	c=1 d=1 t=10137
liu 	六	c=2 d=0.0742736 t=17159
liu cheng 	流程	c=5 d=1.96588 t=7621
liu cheng tu 	流程圖	c=1 d=1 t=14177
liu lan 	瀏覽	c=1 d=1 t=14754
liu lan qi 	瀏覽器	c=6 d=0.00651557 t=17159
liu xing 	流行	c=1 d=1 t=14750
liu zhang 	六章	c=0 d=0.1 t=6505
lu in 	路in 	c=1 d=0.0424257 t=17159
lu jing 	路徑	c=38 d=0.131272 t=17159
lu you 	路由	c=1 d=1 t=8651
lu zhi 	錄製	c=2 d=0.151829 t=17159
luan 	亂	c=1 d=1 t=8064
lun tan 	論壇	c=1 d=1 t=13590
lun wen 	論文	c=1 d=1 t=5132
lun xun 	輪詢	c=5 d=0.898066 t=17159
luo ji 	邏輯	c=6 d=1.00012 t=14488
lv bo 	濾波	c=1 d=1 t=14260
m 	㎡	c=1 d=1 t=6502
ma 	嗎	c=183 d=2.04622 t=17159
ma er 	馬爾	c=0 d=0.1 t=15276
ma er ke fu 	馬爾科夫	c=1 d=1 t=15277
ma jiang 	麻將	c=1 d=1 t=9158
ma m 	嗎㎡	c=1 d=1 t=9020
ma ma 	媽媽	c=2 d=1.9802 t=9025
mai chu 	賣出	c=1 d=1 t=8933
mai mai 	買賣	c=2 d=1 t=13156
man 	曼	c=0 d=0.1 t=14258
man bu zhe 	漫步者	c=1 d=1 t=13692
mao dun 	矛盾	c=2 d=0.1 t=16327
mei 	每	c=4 d=1 t=14533
mei bi 	每筆	c=2 d=1.9802 t=2657
mei ci 	每次	c=11 d=1.07745 t=16689
mei fen zhong 	每分鐘	c=1 d=1 t=7035
mei ge 	每個	c=14 d=0.0116329 t=17159
mei ge 	每隔	c=3 d=1.00002 t=10971
mei ge yue 	每個月	c=1 d=1 t=14073
mei guo 	美國	c=1 d=1 t=13603
mei ju 	美劇	c=1 d=1 t=12654
mei ri 	每日	c=2 d=1.90484 t=2573
mei ti 	媒體	c=0 d=0.1 t=7755
mei yi tiao 	每一條	c=1 d=1 t=16445
mei you 	沒有	c=33 d=1.2737 t=16790
mei zhou bao 	美洲豹	c=1 d=1 t=1674
mi 	米	c=1 d=1 t=3254
mi du 	密度	c=5 d=4.16736 t=15884
mi kuang 	米筐	c=2 d=1.00001 t=7774
mi la 	米拉	c=0 d=0.1 t=6003
mi ma 	密碼	c=7 d=1.30335 t=6690
mian 	麪	c=3 d=0.060205 t=17159
mian fei 	免費	c=1 d=1.03312 t=14074
mian fei hai shi 	免費還是	c=1 d=1 t=13854
miao shu 	描述	c=16 d=1.00589 t=14485
min gan 	敏感	c=0 d=0.1 t=15317
ming 	名	c=6 d=1 t=14819
ming cheng 	名稱	c=6 d=1.91942 t=16727
ming ling 	命令	c=43 d=1.04958 t=16635
ming ling hang 	命令行	c=12 d=2.24529 t=15550
ming ming 	命名	c=12 d=0.0689068 t=17159
ming que 	明確	c=1 d=1.00351 t=13054
ming que xie 	明確寫	c=1 d=1 t=12385
ming wei 	名爲	c=3 d=1 t=14814
ming wen 	明文	c=1 d=1 t=9977
ming xian 	明顯	c=1 d=1 t=13319
ming zi 	名字	c=2 d=1.01234 t=13830
mo 	莫	c=1 d=1 t=3498
mo ban 	模板	c=22 d=1.00024 t=14796
mo ban lei 	模板類	c=1 d=1 t=7400
mo di 	驀的	c=0 d=0.1 t=3496
mo di ci zhi 	驀的辭職	c=1 d=1 t=3497
mo fa 	魔法	c=1 d=1 t=10894
mo hu 	模糊	c=3 d=2.84681 t=4727
mo kuai 	模塊	c=8 d=0.143704 t=17159
mo ren 	默認	c=12 d=1.02423 t=16434
mo shi 	模式	c=17 d=1.07761 t=16292
mo wei 	末尾	c=1 d=1 t=11026
mo xing 	模型	c=24 d=0.548722 t=17159
mou 	某	c=2 d=1 t=11493
mou ge 	某個	c=16 d=1 t=16555
mou shi 	某事	c=2 d=1.8825 t=8668
mou wu ti 	某物體	c=1 d=1 t=5275
mou xie 	某些	c=1 d=1 t=3532
mou yi 	某一	c=1 d=0.1 t=14812
mou yi lie 	某一列	c=2 d=1.83946 t=14848
mou zhong 	某種	c=2 d=1 t=16586
mu 	木	c=1 d=1 t=10605
mu ban 	模板	c=9 d=0.113608 t=17159
mu biao 	目標	c=1 d=1 t=6065
mu di 	目的	c=5 d=1.15158 t=15590
mu fang 	木房	c=1 d=1 t=8530
mu lu 	目錄	c=4 d=1.03347 t=15310
mu qian 	目前	c=11 d=1.00025 t=12639
n m d 	NMD	c=0 d=0.1 t=8134
na 	那	c=19 d=0.235767 t=17159
na ge 	哪個	c=18 d=1 t=17138
na jiu shi 	那就是	c=1 d=0.0018734 t=17159
na li 	哪裏	c=10 d=1.0009 t=16171
na me 	那麼	c=7 d=0.32628 t=17159
na miao 	納秒	c=1 d=1 t=1867
na si da ke 	納斯達克	c=2 d=1.02586 t=14521
na wo 	那我	c=1 d=1 t=14237
na xie 	哪些	c=15 d=0.088394 t=17159
na yang 	那樣	c=1 d=1 t=6529
na yi 	哪一	c=0 d=0.1 t=12500
na yi lie 	哪一列	c=1 d=1 t=12501
na ying 	那英	c=0 d=0.1 t=12034
na zhe ge 	那這個	c=1 d=0.637628 t=17159
na zhong 	哪種	c=2 d=1 t=15243
na zhong 	那種	c=6 d=1.00007 t=17159
nan dian 	難點	c=1 d=1 t=3233
nan yi 	難以	c=1 d=1 t=12455
nao tu 	腦圖	c=1 d=1 t=13881
ne 	呢	c=51 d=1.93352 t=16953
nei 	內	c=3 d=1 t=15697
nei bu 	內部	c=1 d=1 t=1881
nei he 	內核	c=1 d=1 t=3920
nei rong 	內容	c=54 d=0.235015 t=17159
nei rong wei kong 	內容爲空	c=1 d=1 t=2469
nei wai 	內外	c=2 d=1.9802 t=2695
nei zhi 	內置	c=3 d=1.01906 t=11066
neng 	能	c=37 d=0.195221 t=17159
neng bang 	能幫	c=0 d=0.1 t=9986
neng bang wo 	能幫我	c=1 d=1 t=9987
neng bei 	能被	c=1 d=1 t=2616
neng fou 	能否	c=6 d=1.32975 t=17159
neng gou 	能夠	c=19 d=0.301772 t=17159
neng gou zuo dao 	能夠做到	c=1 d=1 t=14060
neng yong 	能用	c=1 d=1 t=7149
ni 	你	c=64 d=0.468013 t=17159
ni he 	擬合	c=2 d=0.821199 t=17103
ni men 	你們	c=0 d=0.1 t=11848
ni ti gong 	你提供	c=1 d=1 t=12661
nian yu 	鮎魚	c=1 d=1 t=15177
nuan qi 	暖氣	c=1 d=1 t=9005
o 	哦	c=0 d=0.1 t=14189
pa qu 	爬取	c=1 d=1 t=14249
pai cha 	排查	c=1 d=1 t=12062
pai gu 	排骨	c=1 d=1 t=6602
pai lie 	排列	c=1 d=1 t=15746
pai ming 	排名	c=1 d=1 t=11398
pai sheng 	派生	c=3 d=0.037068 t=17159
pai sheng lai 	派生來	c=1 d=1 t=1942
pai sheng lei 	派生類	c=5 d=0.0288686 t=17159
pai xu 	排序	c=1 d=1 t=13847
pan duan 	判斷	c=7 d=2.3907 t=17105
pan zhong 	盤中	c=1 d=1 t=2708
pao chu 	拋出	c=2 d=1 t=10851
pei he 	配合	c=2 d=1 t=17043
pei tao 	配套	c=1 d=1 t=9001
pei tu 	配圖	c=1 d=1 t=9736
pei zhi 	配置	c=104 d=2.11639 t=17159
pei zhi wen jian 	配置文件	c=2 d=1 t=16395
peng you quan 	朋友圈	c=2 d=1.96561 t=7835
pi ci 	批次	c=1 d=1 t=7304
pi liang 	批量	c=4 d=3.85874 t=3885
pi pei 	匹配	c=3 d=1.94176 t=13474
pian duan 	片段	c=2 d=1 t=11747
pian yi liang 	偏移量	c=1 d=1 t=10302
pian zhong 	偏重	c=1 d=1 t=9566
pin ci 	頻次	c=1 d=1 t=8956
pin jie 	拼接	c=2 d=1.98511 t=12971
pin lv 	頻率	c=3 d=1 t=14907
pin pai 	品牌	c=1 d=1 t=12979
ping 	平	c=4 d=1 t=11805
ping cang 	平倉	c=2 d=0.00673795 t=17159
ping gu 	評估	c=9 d=2.00877 t=16902
ping hua 	平滑	c=5 d=1.8825 t=16965
ping jia 	評價	c=5 d=1 t=9549
ping jun 	平均	c=1 d=1 t=2568
ping mu 	屏幕	c=9 d=1.43605 t=16455
ping pang qiu 	乒乓球	c=2 d=1.00059 t=10640
ping tai 	平臺	c=6 d=1.05653 t=15299
ping wen 	平穩	c=1 d=0.123687 t=17159
ping yi 	平移	c=4 d=3.65098 t=6888
price 	price 	c=1 d=1 t=8828
pu su 	樸素	c=1 d=1 t=9037
pu tong 	普通	c=6 d=0.128953 t=17159
qi 	七	c=3 d=0.911923 t=17159
qi 	其	c=39 d=0.638091 t=17159
qi 	器	c=0 d=0.100275 t=13895
qi 	起	c=1 d=0.0566989 t=17159
qi ci 	其次	c=2 d=1.9802 t=10611
qi dao 	起到	c=1 d=1 t=11730
qi dong 	啓動	c=65 d=0.677269 t=17159
qi hou 	其後	c=1 d=1 t=16679
qi huo 	期貨	c=12 d=2.00482 t=17159
qi jian 	期間	c=1 d=1 t=7069
qi ju shi 	起居室	c=3 d=1.00167 t=10633
qi lai 	起來	c=1 d=1 t=7912
qi pai 	棋牌	c=1 d=1 t=9162
qi qin 	齊秦	c=1 d=1 t=13674
qi shi 	其實	c=1 d=1 t=5167
qi shi 	起始	c=1 d=1 t=7502
qi shi wei zhi 	起始位置	c=1 d=1 t=7319
qi shui ping 	汽水瓶	c=1 d=1 t=13975
qi ta 	其他	c=29 d=0.873988 t=17159
qi ye 	企業	c=2 d=1.96561 t=14104
qi yong 	啓用	c=1 d=1 t=2104
qi zhong 	其中	c=37 d=0.38637 t=17159
qi zuo yong 	起作用	c=1 d=1 t=14235
qian 	錢	c=1 d=0.865022 t=17159
qian duan 	前端	c=5 d=0.0604033 t=17159
qian hou 	前後	c=1 d=1 t=4528
qian mian 	前面	c=2 d=1 t=6031
qian ru 	嵌入	c=1 d=0.00217658 t=17159
qian ru shi 	嵌入式	c=1 d=1 t=14463
qian ting 	前庭	c=1 d=1 t=8552
qian yan 	前沿	c=1 d=1 t=5131
qian zheng 	簽證	c=1 d=1 t=13604
qian zhi 	前置	c=8 d=1.3194 t=15297
qian zhui 	前綴	c=2 d=0.130465 t=17159
qie 	且	c=2 d=1.00527 t=16678
qie huan 	切換	c=4 d=0.985112 t=17159
qin ren 	親人	c=1 d=1 t=9268
qing 	請	c=136 d=0.64498 t=17159
qing bang 	青幫	c=2 d=1.16613 t=8535
qing bang wo 	請幫我	c=2 d=1.00411 t=12527
qing gan 	情感	c=2 d=1.7827 t=7731
qing jiang 	請將	c=2 d=1 t=10010
qing jiao 	請教	c=1 d=0.00771183 t=17159
qing jie 	清潔	c=1 d=1 t=9245
qing kuang 	情況	c=7 d=1 t=16794
qing kuang shi 	情況是	c=1 d=1 t=6106
qing li 	清理	c=3 d=1.00126 t=15967
qing ni 	請你	c=2 d=1 t=12208
qing qiu 	請求	c=5 d=0.034536 t=17159
qing song 	輕鬆	c=1 d=1 t=14668
qing wen 	請問	c=24 d=1.00006 t=17049
qing xi 	清洗	c=4 d=1 t=12209
qing xing 	情形	c=1 d=0.562705 t=17159
qing xu 	情緒	c=1 d=1 t=14183
qing yong 	請用	c=3 d=1 t=15656
qiong jin 	窮盡	c=1 d=1 t=12456
qiu ji 	求積	c=0 d=0.1 t=15825
qiu ji fen 	求積分	c=1 d=1 t=15826
qiu zhi 	求職	c=1 d=1 t=13593
qu 	去	c=4 d=0.00232276 t=17159
qu 	取	c=1 d=1 t=5198
qu bie 	區別	c=35 d=0.264058 t=17159
qu chu 	去除	c=4 d=1 t=16962
qu diao 	去掉	c=1 d=1 t=9625
qu dong 	驅動	c=3 d=1 t=14137
qu fen 	區分	c=2 d=1.00094 t=16714
qu jian 	區間	c=1 d=1 t=2099
qu kuai 	區塊	c=1 d=1 t=17009
qu shi 	趨勢	c=1 d=1 t=4018
qu xian 	曲線	c=14 d=1.64536 t=17159
qu xiao 	取消	c=2 d=1 t=10450
qu yu 	區域	c=3 d=2.95556 t=11331
quan 	全	c=3 d=1.00002 t=16299
quan 	權	c=1 d=0.1 t=11498
quan bu 	全部	c=2 d=1.00452 t=13237
quan bu zhe die 	全部摺疊	c=1 d=1 t=4365
quan che 	全撤	c=1 d=0.101266 t=17159
quan cheng 	全程	c=1 d=1 t=9427
quan cheng 	全稱	c=1 d=1 t=9428
quan guo cheng 	全過程	c=1 d=1 t=5754
quan jiao 	全角	c=1 d=0.99005 t=17159
quan ju 	全局	c=4 d=1.00002 t=13532
quan ju suo 	全局鎖	c=1 d=1 t=2885
quan ping 	全屏	c=1 d=1 t=16291
quan pu 	全譜	c=1 d=1 t=1693
quan shi chang 	權市場	c=1 d=1 t=11499
quan tao 	全套	c=1 d=1 t=9172
quan wen 	全文	c=3 d=1.77105 t=15593
quan xian 	權限	c=1 d=1 t=7334
quan xuan 	全選	c=2 d=1 t=15606
que 	卻	c=2 d=1.00002 t=7793
que bao 	確保	c=1 d=1 t=12516
que ding 	確定	c=10 d=1.00275 t=16606
que ren 	確認	c=8 d=1.66223 t=17159
que shi 	確實	c=2 d=1 t=15873
ran hou 	然後	c=10 d=1.04553 t=16670
ran qi zao 	燃氣竈	c=1 d=1 t=9171
rang 	讓	c=8 d=1.31982 t=17141
rang ta men 	讓他們	c=1 d=1 t=8051
range 	range 	c=1 d=1 t=8798
ren 	人	c=6 d=4.05178 t=9269
ren gong zhi neng 	人工智能	c=1 d=1 t=9934
ren he 	任何	c=4 d=0.00516911 t=17159
ren ji 	人機	c=1 d=0.00172074 t=17159
ren min bi 	人民幣	c=1 d=1 t=9951
ren shu 	人數	c=1 d=1 t=9016
ren wei 	認爲	c=3 d=1 t=13758
ren wu 	任務	c=1 d=1 t=3331
ren yuan 	人員	c=4 d=3.47049 t=9238
reng ran 	仍然	c=5 d=2.09914 t=8162
reng you 	仍有	c=1 d=1 t=13815
ri 	日	c=1 d=0.740818 t=17159
ri ben 	日本	c=4 d=3.79907 t=7875
ri chang 	日常	c=1 d=1 t=5378
ri qi 	日期	c=1 d=1 t=12908
ri yuan 	日元	c=1 d=1 t=9952
ri zhi 	日誌	c=9 d=0.100225 t=13526
ri zi 	日子	c=1 d=1 t=5228
rong he 	融合	c=2 d=1.00019 t=10803
rong na 	容納	c=1 d=1 t=9015
rong qi 	容器	c=7 d=0.826212 t=17159
rong ru 	融入	c=1 d=1 t=9933
rong yi 	容易	c=3 d=1.00001 t=16809
rong yu 	冗餘	c=1 d=1 t=10721
ru 	入	c=1 d=1 t=12836
ru 	如	c=4 d=0.803303 t=17159
ru guo 	如果	c=59 d=1.26292 t=17159
ru he 	如何	c=205 d=4.03895 t=17159
ru men 	入門	c=2 d=1 t=14275
ru shang 	如上	c=1 d=1 t=12675
ru shang mian 	如上面	c=1 d=0.348192 t=17159
ru xia 	如下	c=68 d=0.763803 t=17159
ru xia o 	如下哦	c=1 d=1 t=14190
ru yu dao 	如遇到	c=1 d=0.0145524 t=17159
ruan jian 	軟件	c=13 d=0.0321916 t=17159
ruan jian bao 	軟件包	c=11 d=1.00017 t=14995
rui an 	瑞安	c=1 d=1 t=16488
rui dian 	瑞典	c=1 d=1 t=14082
ruo 	若	c=2 d=1.42316 t=6977
san 	三	c=6 d=0.963442 t=17159
san bu 	散步	c=1 d=1 t=9155
san dian tu 	散點圖	c=1 d=1 t=15687
san ge 	三個	c=4 d=1 t=9163
san he yuan 	三合院	c=2 d=1.91851 t=8544
san shi ba 	三十八	c=1 d=0.00831246 t=17159
san shi liu 	三十六	c=1 d=0.00822975 t=17159
san shi qi 	三十七	c=1 d=0.008271 t=17159
san shi wu 	三十五	c=1 d=0.0081887 t=17159
san zhong 	三種	c=2 d=1 t=7466
sang na 	桑拿	c=1 d=1 t=9159
sao zi 	嫂子	c=1 d=1 t=9264
sen lin 	森林	c=1 d=1 t=9011
sha 	啥	c=1 d=1 t=5328
shan chu 	刪除	c=18 d=0.0243131 t=17159
shan chu qi 	刪除器	c=3 d=2.70237 t=12760
shan shuo 	閃爍	c=1 d=1 t=1676
shang 	上	c=13 d=1.03203 t=15645
shang 	商	c=2 d=1.83946 t=10135
shang chang 	商場	c=2 d=1.00044 t=10598
shang chuan 	上傳	c=2 d=1 t=13424
shang mi la 	上米拉	c=1 d=1 t=6004
shang mian 	上面	c=44 d=0.301498 t=17159
shang qi 	上期	c=0 d=0.1 t=1425
shang qi suo 	上期所	c=2 d=1.15961 t=1793
shang shi 	上市	c=1 d=1 t=11508
shang shu 	上述	c=3 d=1.92312 t=10122
shang ye 	商業	c=2 d=1 t=16791
shang ye qu 	商業區	c=1 d=1 t=9065
shao 	少	c=1 d=1 t=10615
she bei 	設備	c=2 d=1.00015 t=9174
she ding 	設定	c=4 d=1.00091 t=14770
she ji 	設計	c=32 d=1.25795 t=14056
she jiao 	社交	c=0 d=0.1 t=7755
she jiao mei ti 	社交媒體	c=1 d=1 t=7756
she me 	什麼	c=1 d=0.00151855 t=17159
she xiang ji 	攝像機	c=2 d=1.95123 t=9638
she xiang tou 	攝像頭	c=1 d=1 t=9637
she zhi 	設置	c=74 d=3.45365 t=17159
shen cang 	深藏	c=1 d=1 t=13188
shen du 	深度	c=13 d=1.00079 t=15195
shen du xue xi 	深度學習	c=2 d=1.36972 t=4229
shen hua 	神話	c=1 d=1 t=12704
shen jing wang luo 	神經網絡	c=1 d=1 t=7117
shen me 	什麼	c=359 d=3.26172 t=17159
shen me 	甚麼	c=1 d=1 t=7123
shen me yang 	什麼樣	c=2 d=1 t=16476
shen me yi si 	什麼意思	c=1 d=1 t=14457
shen tou 	滲透	c=2 d=1.96079 t=7881
shen zai 	身在	c=1 d=1 t=13810
sheng chan 	生產	c=2 d=1.95123 t=5175
sheng cheng 	生成	c=16 d=1.94887 t=17159
sheng cun qi 	生存期	c=1 d=1 t=6758
sheng ji 	升級	c=7 d=0.00158052 t=17159
sheng ming 	聲明	c=7 d=0.179066 t=17159
sheng xia 	剩下	c=1 d=1 t=16039
sheng xiao 	生效	c=2 d=1.08848 t=13173
shi 	使	c=1 d=1 t=13514
shi 	十	c=1 d=1 t=6511
shi 	是	c=468 d=7.68089 t=17159
shi 	時	c=40 d=0.484931 t=17159
shi bai 	失敗	c=1 d=1 t=5991
shi bie 	識別	c=4 d=1 t=15231
shi bu shi 	是不是	c=13 d=0.396531 t=17159
shi bu shi 	時不時	c=1 d=1 t=11083
shi cai 	石材	c=1 d=1 t=10613
shi can 	實參	c=6 d=1.03982 t=13926
shi chang 	市場	c=6 d=2.01487 t=17159
shi dang 	適當	c=2 d=1.04159 t=10589
shi de 	使得	c=4 d=1.0004 t=16141
shi fang 	釋放	c=1 d=1 t=10514
shi fou 	是否	c=24 d=1.83121 t=16896
shi ge 	是個	c=1 d=1 t=8131
shi he 	適合	c=5 d=1 t=16416
shi hou 	時候	c=14 d=0.163331 t=17159
shi ji 	實際	c=8 d=1.80038 t=16512
shi ji shang 	實際上	c=2 d=1.86502 t=12624
shi jian 	事件	c=13 d=3.96882 t=17159
shi jian 	時間	c=19 d=0.882497 t=17159
shi jian chuo 	時間戳	c=5 d=1.00003 t=5523
shi jian duan 	時間段	c=1 d=1 t=7222
shi jian xu lie 	時間序列	c=1 d=1 t=7116
shi jiao 	視角	c=1 d=1 t=6842
shi kou 	視口	c=3 d=1 t=9629
shi li 	實例	c=8 d=1 t=11542
shi li 	示例	c=16 d=1.7342 t=15728
shi li dai ma 	示例代碼	c=4 d=0.732097 t=17159
shi li hua 	實例化	c=8 d=1 t=15709
shi liu zhang 	是六章	c=1 d=1 t=6506
shi ma 	是嗎	c=1 d=1 t=1530
shi nei 	室內	c=1 d=1 t=10638
shi pan 	實盤	c=3 d=0.154124 t=17159
shi pin 	視頻	c=4 d=1.00001 t=13578
shi qing 	事情	c=1 d=1 t=14065
shi qu 	市區	c=1 d=1 t=9064
shi shi 	實施	c=1 d=1 t=8496
shi shi 	實時	c=5 d=1.00819 t=11279
shi shui 	是誰	c=1 d=1 t=15179
shi shuo 	時說	c=1 d=1 t=16472
shi tou 	石頭	c=1 d=1 t=10609
shi wo 	使我	c=1 d=1 t=15419
shi wu 	事務	c=1 d=1 t=3325
shi wu 	事物	c=1 d=1 t=3324
shi wu 	十五	c=1 d=1 t=1432
shi xian 	實現	c=27 d=0.296713 t=17159
shi xiang 	事項	c=1 d=1 t=2004
shi xiao 	失效	c=5 d=1.00058 t=13666
shi yan 	實驗	c=2 d=1 t=15453
shi ye 	視野	c=1 d=1 t=11318
shi yi tu 	示意圖	c=5 d=0.00677172 t=17159
shi ying 	適應	c=1 d=1 t=2236
shi yong 	使用	c=136 d=2.51985 t=17159
shi yong 	實用	c=2 d=1.26982 t=9300
shi yong 	適用	c=1 d=0.045275 t=17159
shi yong le 	使用了	c=2 d=1 t=4656
shi yong yu 	適用於	c=1 d=1 t=15242
shi zai 	實在	c=1 d=1 t=11344
shi zhong 	時鐘	c=1 d=1 t=7962
shi zhong 	適中	c=1 d=1 t=11317
shou 	手	c=1 d=1 t=2865
shou 	收	c=1 d=0.008396 t=17159
shou dao 	收到	c=5 d=1.52887 t=17159
shou dong 	手動	c=4 d=0.0875977 t=17159
shou fei 	收費	c=1 d=1 t=13855
shou hu 	守護	c=1 d=0.106572 t=4333
shou hu jin cheng 	守護進程	c=1 d=1 t=4334
shou ji 	手機	c=1 d=0.00178203 t=17159
shou ji 	收集	c=3 d=1 t=12900
shou pan jia 	收盤價	c=1 d=1 t=7045
shou qu 	收取	c=1 d=1 t=2866
shou quan 	授權	c=1 d=1 t=16792
shou shou 	收受	c=1 d=1 t=3563
shou wei 	首位	c=1 d=1 t=11024
shou xian 	首先	c=6 d=1.87372 t=15487
shou xu fei 	手續費	c=1 d=1 t=2867
shou yi 	收益	c=3 d=2.81477 t=2682
shou yu 	授予	c=1 d=1 t=7335
shu 	數	c=1 d=1 t=11162
shu 	書	c=2 d=1 t=13841
shu biao 	鼠標	c=3 d=1 t=9707
shu cai 	蔬菜	c=1 d=1 t=9143
shu chu 	輸出	c=7 d=1.00066 t=11622
shu chu ceng 	輸出層	c=1 d=1 t=6944
shu fang 	書房	c=4 d=1.00152 t=10627
shu fu 	舒服	c=1 d=1 t=6878
shu ju 	數據	c=147 d=0.772469 t=17159
shu ju ku 	數據庫	c=9 d=1 t=11270
shu ju yuan 	數據源	c=1 d=1 t=4232
shu liang 	數量	c=4 d=0.102797 t=17159
shu mu 	數目	c=2 d=1 t=11168
shu qian 	書籤	c=2 d=1.91393 t=14740
shu ru 	輸入	c=19 d=0.932865 t=17159
shu ru ceng 	輸入層	c=7 d=2.69779 t=7429
shu ru fa 	輸入法	c=3 d=0.915064 t=17159
shu xing 	屬性	c=1 d=1 t=4249
shu xu 	舒徐	c=1 d=1 t=7581
shu xue 	數學	c=7 d=1 t=15119
shu yu 	屬於	c=3 d=1.0004 t=16796
shu yu 	術語	c=1 d=1 t=9765
shu zhong 	書中	c=5 d=1 t=12736
shu zi 	數字	c=8 d=1.00017 t=16461
shu zu 	數組	c=3 d=1.03508 t=13009
shua xin 	刷新	c=3 d=1 t=16591
shuang 	雙	c=1 d=1 t=15685
shui 	水	c=1 d=1 t=9012
shui 	誰	c=4 d=1.30721 t=8684
shui neng 	誰能	c=0 d=0.1 t=14095
shui neng xue 	誰能學	c=1 d=1 t=14096
shun xu 	順序	c=4 d=1 t=13845
shuo 	說	c=20 d=0.101466 t=17159
shuo cuo 	說錯	c=1 d=1 t=11632
shuo fa 	說法	c=1 d=1 t=12788
shuo ming 	說明	c=19 d=0.210995 t=17159
shuo ming wen dang 	說明文檔	c=4 d=1 t=11953
shuo shuo 	說說	c=2 d=1.99501 t=7887
si 	四	c=3 d=0.0724398 t=17159
si da 	四大	c=1 d=0.0987662 t=17159
si ge 	四個	c=1 d=1 t=16082
si he yuan 	四合院	c=1 d=1 t=8532
si hu 	似乎	c=17 d=1.12876 t=16178
si ji 	司機	c=2 d=1.65051 t=9330
si shi 	四十	c=1 d=0.00835412 t=17159
si xiang 	思想	c=1 d=1 t=2003
song rui 	宋蕊	c=17 d=8.06992 t=11801
sou suo 	搜索	c=7 d=1.06763 t=17040
sou suo hou 	搜索後	c=1 d=1 t=16961
su dong 	速凍	c=1 d=1 t=5432
su du 	速度	c=3 d=1.07317 t=16641
suan 	算	c=1 d=1 t=7023
suan fa 	算法	c=17 d=0.736682 t=17159
sui ji 	隨機	c=4 d=1.97045 t=13039
sui ran 	雖然	c=1 d=1 t=16490
sui zhe 	隨着	c=1 d=1 t=5099
suo 	所	c=3 d=1 t=15093
suo 	鎖	c=0 d=0.1 t=2178
suo ai 	所愛	c=1 d=1.18788 t=9970
suo ding 	鎖定	c=3 d=1.73217 t=3741
suo jin 	縮進	c=2 d=1.00003 t=13181
suo shi 	所示	c=1 d=0.840098 t=17159
suo shuo 	所說	c=3 d=1 t=13460
suo yi 	所以	c=23 d=0.235737 t=17159
suo you 	所有	c=39 d=0.18452 t=17159
suo zai 	所在	c=3 d=1 t=11034
ta 	他	c=1 d=0.00384878 t=17159
ta 	它	c=12 d=0.0125881 t=17159
ta jiu 	它就	c=1 d=1 t=1970
ta men 	他們	c=6 d=1.00001 t=12666
